sentence_id	transmit	animals1	animals2	article_link	pmc_id	doi	pdf_sha	pubmed_id	msft_id	transmit_first_index	transmit_last_index	animals1_first_index	animals1_last_index	animals2_first_index	animals2_last_index	sentence_text	paragraph_text
7263678	spread	Asia	Australia	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261219/pdf/	PMC7261219	10.1016/j.hrmr.2020.100768				2	2	4	4	6	6	The illness spread from Asia to Australia , Europe , and North America and beyond , and was declared a pandemic on March 11 , 2020 .	As the first step in our framework, we identify the antecedents or situational conditions under which HR skunk works are most likely to arise. We have proposed that HR skunk works are most likely to be formed in VUCA environments, where conditions are so unprecedented, disruptive, and rapidly changing that they require special attention outside normal way of operation. For example, in the case of COVID-19, the first cases in Wuhan, China, were reported to the World Health Organization on December 31, 2019. The illness spread from Asia to Australia, Europe, and North America and beyond, and was declared a pandemic on March 11, 2020. Within just three months from the first reported cases, one-third of the world's population was on some form of lockdown due to the virus (Secon, Woodward, & Mosher, 2020) . Organizations were reeling in terms of how to respond to unprecedented public and workplace health and safety issues and to the macro economic and employment consequences of mandated shutdowns of businesses, supply chain disruption, and decreased consumer demands. In the Sany Group case, increased demand from the Chinese government for its heavy equipment to build new hospitals to house COVID-19 victims conflicted with restrictions on workplace activity and risk management for the health of employees. In the Sky Group case, the Group experienced an unexpected increase in competition that made clear that it needed to accelerate the development of new learning programs. In the AOM example, the 2017 travel bans issued by the U.S. government were swift and effective immediately, posing a threat to AOM members' scholarly activities and purpose.
7263678	spread	Asia	Europe	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261219/pdf/	PMC7261219	10.1016/j.hrmr.2020.100768				2	2	4	4	8	8	The illness spread from Asia to Australia , Europe , and North America and beyond , and was declared a pandemic on March 11 , 2020 .	As the first step in our framework, we identify the antecedents or situational conditions under which HR skunk works are most likely to arise. We have proposed that HR skunk works are most likely to be formed in VUCA environments, where conditions are so unprecedented, disruptive, and rapidly changing that they require special attention outside normal way of operation. For example, in the case of COVID-19, the first cases in Wuhan, China, were reported to the World Health Organization on December 31, 2019. The illness spread from Asia to Australia, Europe, and North America and beyond, and was declared a pandemic on March 11, 2020. Within just three months from the first reported cases, one-third of the world's population was on some form of lockdown due to the virus (Secon, Woodward, & Mosher, 2020) . Organizations were reeling in terms of how to respond to unprecedented public and workplace health and safety issues and to the macro economic and employment consequences of mandated shutdowns of businesses, supply chain disruption, and decreased consumer demands. In the Sany Group case, increased demand from the Chinese government for its heavy equipment to build new hospitals to house COVID-19 victims conflicted with restrictions on workplace activity and risk management for the health of employees. In the Sky Group case, the Group experienced an unexpected increase in competition that made clear that it needed to accelerate the development of new learning programs. In the AOM example, the 2017 travel bans issued by the U.S. government were swift and effective immediately, posing a threat to AOM members' scholarly activities and purpose.
7263678	spread	Asia	North America	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261219/pdf/	PMC7261219	10.1016/j.hrmr.2020.100768				2	2	4	4	11	12	The illness spread from Asia to Australia , Europe , and North America and beyond , and was declared a pandemic on March 11 , 2020 .	As the first step in our framework, we identify the antecedents or situational conditions under which HR skunk works are most likely to arise. We have proposed that HR skunk works are most likely to be formed in VUCA environments, where conditions are so unprecedented, disruptive, and rapidly changing that they require special attention outside normal way of operation. For example, in the case of COVID-19, the first cases in Wuhan, China, were reported to the World Health Organization on December 31, 2019. The illness spread from Asia to Australia, Europe, and North America and beyond, and was declared a pandemic on March 11, 2020. Within just three months from the first reported cases, one-third of the world's population was on some form of lockdown due to the virus (Secon, Woodward, & Mosher, 2020) . Organizations were reeling in terms of how to respond to unprecedented public and workplace health and safety issues and to the macro economic and employment consequences of mandated shutdowns of businesses, supply chain disruption, and decreased consumer demands. In the Sany Group case, increased demand from the Chinese government for its heavy equipment to build new hospitals to house COVID-19 victims conflicted with restrictions on workplace activity and risk management for the health of employees. In the Sky Group case, the Group experienced an unexpected increase in competition that made clear that it needed to accelerate the development of new learning programs. In the AOM example, the 2017 travel bans issued by the U.S. government were swift and effective immediately, posing a threat to AOM members' scholarly activities and purpose.
7310739	transmitted	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7139236/pdf/	PMC7139236	10.1016/j.arbr.2020.02.003		32171583		28	28	30	30	32	32	The new virus has probably emerged due to coexistence in the intermediate host of a bat coronavirus and a human one , capable of infecting man and being transmitted from person to person .	COVID-19 is the third coronavirus causing severe pneumonia so far this century, together with those responsible for Severe Acute Respiratory Syndrome (SARS-CoV: 8098 cases in 2003 and a case fatality rate of 10% for 7 months) and Middle East Respiratory Syndrome (MERS-CoV: 2458 cases in 2012 and a case fatality rate of 34%). According to the Spanish Ministry of Health, as of 21 February, COVID-19 has accounted for 76 259 cases and 2247 deaths, representing an overall mortality of 2.9%, although in hospitalized patients it ranges between 4.3 2 and 11% 3 . Most cases are in China, but 1174 cases have also been reported in 25 other countries, with 9 deaths and a case fatality rate of 0.8%. All 3 viruses are zoonotic, their origin attributed to bats, with an intermediary step to other mammals (civet cats in SARS, camels in MERS and, it seems, pangolins in COVID-19) 4 . The new virus has probably emerged due to coexistence in the intermediate host of a bat coronavirus and a human one, capable of infecting man and being transmitted from person to person. There are 4 other coronaviruses that can cause the common cold.
7316777	spread	index case	inpatients	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7241405/pdf/	PMC7241405	10.1016/b978-0-12-801238-3.11634-4				1	1	6	7	10	10	The spread of SARS from the index case to other inpatients in the same medical ward of the PWH appeared consistent with airborne transmission .	Sero-prevalence surveys of asymptomatic animal handlers indicate that cross-species transmission of SARS-CoV occurs from various animal species to humans in the wet market. Palm civets were initially thought to be the source when a SARS-CoV variant was detected in palm civets in Dongmen market, Shenzhen, in 2003 (Guan et al., 2003 Peiris et al., 2003a,b; Wang et al., 2005; Song et al., 2005) , and three of the four SARS patients had direct or indirect contact with palm civets in a restaurant in Guangzhou in the Winter of 2003 −04 (Wang et al., 2005) . Subsequent sequence analysis indicated that the SARS-CoV-like virus had not been circulating among masked civets for long. CoVs highly similar to SARS-CoV were isolated in horseshoe bats in 2005 with 88− 92% sequence homology with human or civet isolates, suggesting that bats could be a natural reservoir of a close ancestor of SARS-CoV (Lau et al., 2010; Li et al., 2005) . Human to Human Transmission of SARS-CoV SARS-CoV spreads by person-to-person contact via respiratory droplets transmission or contact with fomites (Zhao et al., 2003; WHO, 2019a) . A super-spreading event at the Prince of Wales Hospital (PWH) in Hong Kong resulted in 138 people, including previously healthy healthcare workers (HCWs) being infected within 2 weeks after exposure to a patient with community acquired pneumonia (CAP) admitted to a general medical ward (Lee et al., 2003) . The spread of SARS from the index case to other inpatients in the same medical ward of the PWH appeared consistent with airborne transmission . SARS-CoV has been detected in upper and lower respiratory tract secretions, feces, urine, and tears. SARS can also spread by airborne transmission as highlighted by a major community outbreak at Amoy Gardens, a private residential complex in Hong Kong. The outbreak also extended to nearby residential areas, thought to be by airborne transmission over a distance of 200 meters (Yu et al., 2014) . In Toronto, Canada air samples from a SARS patient's room, and swab samples taken from room surfaces and a nurses' station were positive by SARS-CoV PCR (Booth et al., 2005) .
7347705	spread	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7125861/pdf/	PMC7125861	10.1016/j.physa.2017.11.137		32288104		23	23	27	27	31	31	As we know , one big characteristic of the infectious disease is the infectiousness , namely the pathogens of infectious disease , can spread from an infected person to a susceptible person through a certain way .	When an infectious disease appears and spreads in one place, all possible effective ways to prevent the disease will be taken by the departments for disease control and prevention. A rapid and timely measure is through the media coverage to tell people how to prevent the spread of the disease [1] [2] [3] . Media education plays a vital role in controlling the spread of the disease. As we know, one big characteristic of the infectious disease is the infectiousness, namely the pathogens of infectious disease, can spread from an infected person to a susceptible person through a certain way. The spread ways of the infectious disease are not the same, and its communication process is influenced by natural factors and social factors [4, 5] . When an infectious disease appears, if we can timely find its route of transmission, and encourage people to learn relevant publicity and education of the disease, thus can effectively control the outbreak of the disease. Media coverage may reduce the contact rate of people, which has been found during the spreading of severe acute respiratory syndrome (SARS) in 2003 [6] [7] [8] .
7352753	transmitted	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7050114/pdf/	PMC7050114	10.1186/s41256-020-00135-6		32226823		14	14	16	16	18	18	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [ 6 ] .	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [6] . The incubation period can be 2 weeks [7] and even longer. Besides, the virus can spread during the incubation period or recessive infection, which makes it difficult to identify those suspected cases without clinical symptoms for prompt control. By far, the numbers of new infections and deaths have already exceeded the equivalent numbers of cases with SARS. If the situation cannot be fully controlled in Wuhan and Hubei province, the situation may deteriorate in other places of China and the world. The government of all levels have been taking strong leadership to combat the outbreak and in recent days there is a decline trend of new cases. However, some challenges still remain and need to be addressed:
7352753	transmitted	person	6	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7050114/pdf/	PMC7050114	10.1186/s41256-020-00135-6		32226823		14	14	16	16	20	20	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [ 6 ] .	It is the first time for the COVID-19 to infect humans and can be transmitted from person to person [6] . The incubation period can be 2 weeks [7] and even longer. Besides, the virus can spread during the incubation period or recessive infection, which makes it difficult to identify those suspected cases without clinical symptoms for prompt control. By far, the numbers of new infections and deaths have already exceeded the equivalent numbers of cases with SARS. If the situation cannot be fully controlled in Wuhan and Hubei province, the situation may deteriorate in other places of China and the world. The government of all levels have been taking strong leadership to combat the outbreak and in recent days there is a decline trend of new cases. However, some challenges still remain and need to be addressed:
7358811	spread	China	Canada	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119032/pdf/	PMC7119032	10.1016/j.tips.2004.04.001		15165741		27	27	30	30	34	34	ACE2 as a gateway to SARS During several months of 2003 , the virus that caused the newly identified illness severe acute respiratory syndrome ( SARS ) spread rapidly from China throughout Asia to Canada and beyond , causing almost 800 deaths and disrupting travel , economics and even scientific conventions .	ACE2 as a gateway to SARS During several months of 2003, the virus that caused the newly identified illness severe acute respiratory syndrome (SARS) spread rapidly from China throughout Asia to Canada and beyond, causing almost 800 deaths and disrupting travel, economics and even scientific conventions. The death rate following infection approached almost 10%. Almost as mysteriously as it appeared, perhaps as a result of public health measures, the disease faded away only to re-emerge in China this year. The speed with which the infection spread and the severity of the symptoms led to a massive effort to identify the agent responsible. Within months it had been identified as a positive strand RNA virus, classified as a member of the coronavirus family (SARS-CoV); its genome was sequenced [16, 17] and the search was underway to identify the cellular receptor for the virus. As with other coronaviruses, it is the N-terminal portion (S1 domain) of the viral spike (S) glycoprotein that mediates the initial high-affinity binding to a receptor on the surface of susceptible cells. The spike sits in the viral envelope and projects outwards to give a 'corona'-like appearance to the virus, hence its name. The replication strategy of the virus is summarized in Figure 2 , and Figure 3 depicts the coronavirus-infected cell.
7364742	spread	Wuhan	cities	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190394/pdf/	PMC7190394	10.1192/bjp.2020.84		32270760		13	13	15	15	18	18	Since December 2019 , the novel coronavirus disease 2019 ( COVID-19 ) has spread from Wuhan to other cities in China and around the world , including Japan .	Since December 2019, the novel coronavirus disease 2019 (COVID-19) has spread from Wuhan to other cities in China and around the world, including Japan. 1 As of 17 February 2020, there have been 70 673 confirmed cases in China. The National Health Commission of China (NHCC) has published guidelines for treatment of COVID-19. Recommended antiviral drugs by the NHCC include interferonα, lopinavir/ritonavir and ribavirin. 2 As psychiatrists, we are particularly concerned about two aspects of this situation. First, many patients with psychiatric disorders have been infected with COVID-19, and second, patients with COVID-19 infections may develop a number of psychiatric symptoms, including anxiety, fear, depression and insomnia, after treatment with antiviral drugs. This is concerning because Wuhan Mental Health Center, the largest psychiatric hospital in Hubei province, reports that more than 80 staff and patients have been infected with COVID-19. 3 If a patient with psychiatric disorder is infected with COVID-19, antiviral drugs must be used in combination with psychotropic drugs, including antipsychotic, antidepressant and antianxiety drugs. If antiviral drugs are used without supplemental medication, patients with psychiatric disorders can experience relapses in their mental illness. Importantly, patients may present with impulsivity, running or other abnormal behaviours that are not conducive to the control of COVID-19. Psychotropic medications are thus necessary to avoid these and other behavioural problems. The most pressing question for doctors on the front line is how to choose the appropriate psychotropic drug in combination with the antivirals recommended by the NHCC.
7364742	spread	Wuhan	world	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190394/pdf/	PMC7190394	10.1192/bjp.2020.84		32270760		13	13	15	15	24	24	Since December 2019 , the novel coronavirus disease 2019 ( COVID-19 ) has spread from Wuhan to other cities in China and around the world , including Japan .	Since December 2019, the novel coronavirus disease 2019 (COVID-19) has spread from Wuhan to other cities in China and around the world, including Japan. 1 As of 17 February 2020, there have been 70 673 confirmed cases in China. The National Health Commission of China (NHCC) has published guidelines for treatment of COVID-19. Recommended antiviral drugs by the NHCC include interferonα, lopinavir/ritonavir and ribavirin. 2 As psychiatrists, we are particularly concerned about two aspects of this situation. First, many patients with psychiatric disorders have been infected with COVID-19, and second, patients with COVID-19 infections may develop a number of psychiatric symptoms, including anxiety, fear, depression and insomnia, after treatment with antiviral drugs. This is concerning because Wuhan Mental Health Center, the largest psychiatric hospital in Hubei province, reports that more than 80 staff and patients have been infected with COVID-19. 3 If a patient with psychiatric disorder is infected with COVID-19, antiviral drugs must be used in combination with psychotropic drugs, including antipsychotic, antidepressant and antianxiety drugs. If antiviral drugs are used without supplemental medication, patients with psychiatric disorders can experience relapses in their mental illness. Importantly, patients may present with impulsivity, running or other abnormal behaviours that are not conducive to the control of COVID-19. Psychotropic medications are thus necessary to avoid these and other behavioural problems. The most pressing question for doctors on the front line is how to choose the appropriate psychotropic drug in combination with the antivirals recommended by the NHCC.
7379552	transferred	provinces	Hubei	https://api.semanticscholar.org/v1/paper/35180f822b0debe3a1bb120a1ab64c46b11f02c7						5	5	10	10	7	7	Medical workers and materials are transferred to Hubei from other provinces to ensure the control of COVID-19 .	After the outbreak of COVID-19, China government pushed a series of policies to ensure the medical care for patients, such as early diagnosis, early isolation, free treatment and etc. We discuss the peak value and peak time of D(t) in many cases. An index called AM R is well defined to measure the needs of medical resources. Sufficient medical resources is the basic of the disease control. So it is necessary to assign medical resources to deal with the shocks caused by booming demand of patients. To study the detail situation of each province, AM R and original medical power are both considered. We find that, the set up of designated hospital decreases the medical burden sharply. It has released the pressure of diagnosis and isolation in each provinces. But the situation of Hubei is crisis, the disease burden is still huge. Medical workers and materials are transferred to Hubei from other provinces to ensure the control of COVID-19.
7402332	spread	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7166326/pdf/	PMC7166326	10.1002/jmv.25705		32048741		9	9	11	11	13	13	11 This type of coronavirus has been proved could spread from person to person through the respiratory tract and contact transmission .	It has been more than 1 month since the first 2019-nCoV infected person was diagnosed. So far, 42 638 people have been diagnosed as 2019-nCoV pneumonia, which also known as Wuhan pneumonia, among them, 7333 are severe cases, 1016 patients died, and only 3996 patients have been cured in the mainland of China (Hong Kong, Macao, and Taiwan were excluded). 1 All 31 provincial-level regions and the Xinjiang Production Corps have the confirmed cases. 1 Hubei province, where believed to be the origin of Wuhan pneumonia outbreak, suffers the most, with 31 728 confirmed cases and 974 death cases. 2 The trend of cumulative cases is soaring, including 24 other countries outside of China had confirmed cases. With a remarkable notice that the total number of cases has far exceeded the number during severe acute respiratory syndrome (SARS) period. The first case of 2019-nCoV pneumonia was linked to wild animal trading in the Huanan seafood market in the city of Wuhan, the capital of Hubei province. 3 Zhou et al 4 found the initial source of 2019-nCoV probably originated from the Chinese horseshoe bat since the novel coronavirus was 96% identical to a bat coronavirus at a whole genome level. This coronavirus, which has not been identified in humans previously, had been detected from patients in Coronaviruses are a huge family of viruses, of which severe acute respiratory syndrome coronavirus (SARS-nCoV) and Middle East respiratory syndrome coronavirus (MERS-nCoV), and so on have already known by humans. 8 The 2019-nCoV has an incubation period of 3 to 7 days in general, with a maximum of 14 days. 9 The most common symptoms at the onset of illness are fever, cough, and myalgia or fatigue. 9,10 While a few patients might have stuffiness, pharyngalgia, or diarrhea. 9 By far, the main sources of infection are 2019-nCoV infected humans, however, the asymptomatic infection might also be a source of infection. 9 These patients are not easy to be detected among the population when initially infected but might have headache, fever, dyspnea, fatigue, and so on later. 11 This type of coronavirus has been proved could spread from person to person through the respiratory tract and contact transmission. 9 be similar of SARS. 14 Mild and occult cases could be the major concerns for disease prevention. 15, 16 The World Health Organization (WHO) recommends wearing a medical mask when leaving homes 17 and ethanol and the high temperature had been proved could prevent disease occurrence. 9 The event has been determined as a Public
7406927	transfer	dyes	GO	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7159770/pdf/	PMC7159770	10.1002/ange.201209222		32313317		36	36	39	39	42	42	Previously , we reported a GO-based helicase assay ( GOHA ) , which relied on the preferential binding of ssDNA over dsDNA to the GO surface and subsequent quenching of the fluorescently labeled ssDNA by energy transfer from the dyes to the GO , and we validated the assay using SARS CoV helicase .	Herein, we developed a multiplexed helicase assay based on graphene oxide (GO) for high-throughput screening of inhibitors of HCV NS3 helicase and severe acute respiratory syndrome coronavirus (SARS CoV) helicase. Previously, we reported a GO-based helicase assay (GOHA), which relied on the preferential binding of ssDNA over dsDNA to the GO surface and subsequent quenching of the fluorescently labeled ssDNA by energy transfer from the dyes to the GO, and we validated the assay using SARS CoV helicase. [10] Herein, we show that the GOHA can be used for measuring the activities of HCV NS3 helicase and SARS CoV helicase in a single mixed solution using two distinct DNA substrates tethered to different fluorophores, and furthermore, for multiplexed high-throughput screening to discover highly selective small-molecule inhibitors of these helicases ( Figure 1 ). One round of screening the chemical library using the multiplexed GOHA (mGOHA) revealed three classes of inhibitors-specific inhibitors of HCV NS3 helicase, specific inhibitors of SARS CoV helicase, and general inhibitors of both helicases. To date, GO has been used to develop various biosensors and enzyme assays, [10, 11] but concerns about the heterogeneity of the chemical structure and the physical dimensions of GO and nonspecific binding of biomolecules to GO hamper the application of GO-based assays in high-throughput parallel assays for drug discovery that require high robustness and reproducibility. Herein, we show that GO can be used for the discovery of potent smallmolecule drug candidates and also determine the specificity and relative effectiveness towards each helicase of each of the identified hits.
7414793	transmit	person	person	https://api.semanticscholar.org/v1/paper/c8bb4de72eb02d40b902f3b47cd7e65ee44e643d						4	4	6	6	8	8	Also , it could transmit from person to person with a relatively high basic reproduction number ( R0 ) of 2.2 , and has no efficient treatments and control strategies till now [ 6 ] .	As known as COVID-19, coronavirus disease outbreaks in Wuhan, China since Dec. 2019, and rapidly spreads nationwide and globally [1, 2] . As a form of pneumonia, the infection causes inflammation of air sacs in one or both lungs and fills with fluid or pus, making the patient difficult to breathe. According to recent report, its lethal rate reaches 2% [3] , second only to Severe Acute Respiratory Syndrome (SARS) of 10% and Middle East Respiratory Syndrome (MERS) of 36% [4, 5] . Also, it could transmit from person to person with a relatively high basic reproduction number (R0) of 2.2, and has no efficient treatments and control strategies till now [6] . Therefore, screening of COVID-19 out of community acquired pneumonia (CAP) is important for patient triage, treatment protocol design, and follow-up evaluation.
7419825	transfer	animal	another	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7150219/pdf/	PMC7150219	10.1016/b978-012263951-7/50017-x				12	12	19	19	21	21	Sometimes mosquitoes or instruments such as dehorners or hypodermic needles may facilitate transfer of infected red cells from one animal to another .	The disease is common in cattle in the southern and western United States. Anaplasma organisms are spread biologically or mechanically. Mechanical transmission occurs when infected red blood cells are passed from one host to another on the mouthparts of seasonal biting flies. Sometimes mosquitoes or instruments such as dehorners or hypodermic needles may facilitate transfer of infected red cells from one animal to another. Biological transmission occurs when the tick stage of the organism is passed by Dermacentor andersoni and D. occidentalis ticks. The carrier stage covers the time when discernible Anaplasma organisms can be found on host blood smears. Recovered animals serve as immune carriers and disease reservoirs.
7422133	travelled	Shanghai	Munich	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228738/pdf/	PMC7228738	10.1016/s1473-3099(20)30359-5		32422198		28	28	30	30	32	32	By rapid response , the public health authorities identified a business meeting in a Bavarian company as the primary transmission site and a participating Chinese employee who had travelled from Shanghai to Munich as the index patient .	In December, 2019, COVID-19 was recognised as a novel respiratory disease in Wuhan, China, 1 caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). 2 Accurate and reliable data on SARS-CoV-2 incubation time, secondary attack rate, and transmission dynamics are key to successful containment. In late January, 2020, infection with SARS-CoV-2 was detected in Germany for the first time. By rapid response, the public health authorities identified a business meeting in a Bavarian company as the primary transmission site and a participating Chinese employee who had travelled from Shanghai to Munich as the index patient. 3 Subsequently, the rigorous investigation of contacts led to detection of 16 people infected with SARS-CoV-2 and to successful containment of this outbreak. This well defined event with limited extent of transmission enabled Merle Böhmer and colleagues to provide a meticulous description of SARS-CoV-2 transmission dynamics in an Article published in The Lancet Infectious Diseases. 4 The authors did standard and in-depth interviews with case patients and household members to determine the characteristics and the onset of symptoms. Data were used for calculation of SARS-CoV-2 secondary attack rates, defined as the probability that an infection occurs among susceptible people within the incubation period. 5 In addition, whole genome sequencing of virus isolates was done in 15 of the 16 cases. As a result, Böhmer and colleagues report a detailed transmission network of the outbreak, which is accurately displayed in the main figure of the Article. 4 What are the main lessons to be learned from the analysis of this outbreak? First, the study allows some conclusions on the infectivity of the virus in relation to the intensity of contacts. While 11 out of 217 individuals (secondary attack rate of 5·1%, 95% CI 2·6-8·9) with high-risk non-household contact (defined as cumulative face-to-face contact to a laboratory-confirmed case for ≥15 min, direct contact with secretions or body fluids of a patient with confirmed COVID-19, or, in the case of health-care workers, had worked within 2 m of a patient with confirmed COVID-19 without personal protective equipment) got infected, none of the low-risk contacts tested positive for SARS-CoV-2. This observation underlines the value of current recommendations of physical distancing as a cornerstone of infection control in this pandemic. However, the intriguing case of a transmission event in two people sitting back to back in a canteen, who only had a very short face-to-face contact while exchanging a salt shaker, shows that the categorisation of high-risk and low-risk contacts has its limitations, too.
7423894	spread	person	person	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193306/pdf/	PMC7193306	10.3389/fpubh.2020.00163		32391310		17	17	19	19	21	21	Social distancing is an evidence-based practice to help prevent the transmission of pathogens that are known to spread from person to person within a 3 - 6 feet distance through respiratory droplets ( 2 , 3 ) .	Public health measures of this aggressive nature have the universal purpose of reducing the exponential rise in incidence rates of disease transmission. Observations made in health outcomes following the 1918 influenza pandemic have guided public health policy regarding these preventative measures. Importantly, during this pandemic, some U.S. cities chose more effective measures to address the spread of the disease, resulting in observable differences in mortality rates across the nation (1). Social distancing is an evidence-based practice to help prevent the transmission of pathogens that are known to spread from person to person within a 3-6 feet distance through respiratory droplets (2, 3) . This practice requires individuals in a community to choose behaviors that increase the physical distance between themselves and others (infected, asymptomatic carriers, or non-infected). Social or physical distancing helps reduce the transmission of respiratory droplets containing SARS-CoV-2 and slows the incidence of the disease by reducing the opportunities for potential viral exposures. Furthermore, this is an excellent example of how integral the public health system and policies are to the proper function of medical FIGURE 1 | COVID-19 potential modes of transmission. This illustration shows three potential ways SARS-CoV-2 can spread from an infected host to a susceptible host. First, it is transmitted person to person (direct contact) through respiratory droplets. These droplets can travel for distances 6 feet or less in air. Second, SARS-CoV-2 is likely transmitted through fomites (indirect contact) for the duration it is viable on environmental surfaces. Third, it is also likely transmitted through aerosols (indirect contact) for distances longer than 6 feet in the air. To establish an infection, SARS-CoV-2 needs to first reach an entry point (eyes, nose, or mouth) on a susceptible host. and healthcare systems. Acting swiftly and mobilizing precautionary measures can substantially aid in flattening the disease incidence curve, thereby reducing the number of critically ill patients who will need medical treatment all at the same time. This, in turn, reduces the burden on the healthcare system that takes care of patients presenting with the most feared complication of COVID-19, i.e., severe bilateral pneumonia (4). This concept, now widely referred to as flattening the curve, gives critically ill patients a fighting chance to survive by obtaining life-saving supportive therapy in hospitals. This, therefore, significantly reduces the mortality rate (1) . If the number of critically ill patients is higher than what can be accommodated in hospitals, many more patients will die due to the lack of life-saving medical attention.
7423898	spread	host	host	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7193306/pdf/	PMC7193306	10.3389/fpubh.2020.00163		32391310		8	8	12	12	16	16	This illustration shows three potential ways SARS-CoV-2 can spread from an infected host to a susceptible host .	Public health measures of this aggressive nature have the universal purpose of reducing the exponential rise in incidence rates of disease transmission. Observations made in health outcomes following the 1918 influenza pandemic have guided public health policy regarding these preventative measures. Importantly, during this pandemic, some U.S. cities chose more effective measures to address the spread of the disease, resulting in observable differences in mortality rates across the nation (1). Social distancing is an evidence-based practice to help prevent the transmission of pathogens that are known to spread from person to person within a 3-6 feet distance through respiratory droplets (2, 3) . This practice requires individuals in a community to choose behaviors that increase the physical distance between themselves and others (infected, asymptomatic carriers, or non-infected). Social or physical distancing helps reduce the transmission of respiratory droplets containing SARS-CoV-2 and slows the incidence of the disease by reducing the opportunities for potential viral exposures. Furthermore, this is an excellent example of how integral the public health system and policies are to the proper function of medical FIGURE 1 | COVID-19 potential modes of transmission. This illustration shows three potential ways SARS-CoV-2 can spread from an infected host to a susceptible host. First, it is transmitted person to person (direct contact) through respiratory droplets. These droplets can travel for distances 6 feet or less in air. Second, SARS-CoV-2 is likely transmitted through fomites (indirect contact) for the duration it is viable on environmental surfaces. Third, it is also likely transmitted through aerosols (indirect contact) for distances longer than 6 feet in the air. To establish an infection, SARS-CoV-2 needs to first reach an entry point (eyes, nose, or mouth) on a susceptible host. and healthcare systems. Acting swiftly and mobilizing precautionary measures can substantially aid in flattening the disease incidence curve, thereby reducing the number of critically ill patients who will need medical treatment all at the same time. This, in turn, reduces the burden on the healthcare system that takes care of patients presenting with the most feared complication of COVID-19, i.e., severe bilateral pneumonia (4). This concept, now widely referred to as flattening the curve, gives critically ill patients a fighting chance to survive by obtaining life-saving supportive therapy in hospitals. This, therefore, significantly reduces the mortality rate (1) . If the number of critically ill patients is higher than what can be accommodated in hospitals, many more patients will die due to the lack of life-saving medical attention.
7442706	transferred	hospitals	Hospital	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264575/pdf/	PMC7264575	10.1002/cpt.1866		32324898		8	8	11	11	17	17	Two hundred seventeen patients with COVID-19 who were transferred from the hospitals in Changsha to the First Hospital of Changsha , the designated hospital , from January 17 to February 29 , 2020 , were enrolled .	A retrospective study was carried out in this study. Two hundred seventeen patients with COVID-19 who were transferred from the hospitals in Changsha to the First Hospital of Changsha, the designated hospital, from January 17 to February 29, 2020, were enrolled. Cases of COVID-19 were diagnosed according to the World Health Organization (WHO) interim guidance for all the patients. The study was approved by Ethics Committee of the First Hospital of Changsha and written informed consent was waived because of the retrospective nature of the study. All patients were codified and anonymized to protect the confidentiality of individual participants. After data coding and analysis, all records were deleted to further protect participants' confidentiality.
7444885	transferred	hospitals	hospital	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264575/pdf/	PMC7264575	10.1002/cpt.1866		32324898		12	12	15	15	21	21	A retrospective chart review of a sample of 217 patients with COVID-19 transferred from the hospitals in Changsha to the designated hospital from January 17 to February 29 , 2020 , was carried out .	Active monitoring All treatments used in the patients with COVID-19 were selected in the study, then through the literature, instructions of the US Food and Drug Administration (FDA), and global trigger tool white paper to establish the trigger items for depression in patients ( Table 1) . A retrospective chart review of a sample of 217 patients with COVID-19 transferred from the hospitals in Changsha to the designated hospital from January 17 to February 29, 2020, was carried out. All the medical records with identified triggers to determine the presence of ADRs by the active monitoring model in CHPS were used. Two clinical pharmacists checked the medical records of the system alarm cases one by one for relevance evaluation. 
